문장ID,원본용어번호,업무카테고리,관련카테고리,금융용어,용어성격,화자,발화유형,한국어 금융문장,생성구분,자연스러움,용어정확성,유사성,동일골격횟수,동일용어내최대유사도,최종판정,검수사유,자동수정안,재검수판정,재검수사유,최종사용문장
KO-FIN-04661,1166,증권·예탁,펀드·신탁 / 자산운용·투자,investment bank,일반개념,고객,질문,investment bank이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.667,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,investment bank이 무엇인지 설명해 주세요.
KO-FIN-04668,1167,금융기관·은행,,investment banking,일반개념,금융기관,안내,investment banking과 관련된 세부 업무는 해당 기관의 안내를 확인해 주세요.,용어기반,양호,정확,높음,40,0.587,수정 권장,유사 문장구조 반복(40회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,investment banking과 관련된 세부 업무는 해당 기관의 안내를 확인해 주세요.
KO-FIN-04671,1168,자산운용·투자,,investment company,일반개념,고객,확인,investment company과 관련된 투자 정보를 확인하고 싶습니다.,용어기반,양호,정확,높음,55,0.652,수정 권장,유사 문장구조 반복(55회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,investment company과 관련된 투자 정보를 확인하고 싶습니다.
KO-FIN-04675,1169,기타 금융일반,,ISDN,일반개념,고객,확인,ISDN과 관련된 내용을 확인하고 싶습니다.,용어기반,양호,정확,높음,21,0.413,수정 권장,유사 문장구조 반복(21회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,ISDN과 관련된 내용을 확인하고 싶습니다.
KO-FIN-04676,1169,기타 금융일반,,ISDN,일반개념,금융기관,안내,ISDN의 정확한 의미는 해당 금융거래의 맥락과 함께 확인해야 합니다.,용어기반,양호,정확,높음,21,0.413,수정 권장,유사 문장구조 반복(21회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,ISDN의 정확한 의미는 해당 금융거래의 맥락과 함께 확인해야 합니다.
KO-FIN-04677,1170,증권·예탁,,ISIN,일반개념,고객,질문,ISIN이 무엇인지 설명해 주세요.,용어기반,보통,정확,중복,705,1,유지(대표 1개만),완전 동일 문장 2회,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,ISIN이 무엇인지 설명해 주세요.
KO-FIN-04685,1172,금융시장·거래,증권·예탁,ISMA,일반개념,고객,질문,ISMA이 무엇을 의미하나요?,용어기반,보통,정확,매우 높음,303,0.595,유지(대표 1개만),동일 문장구조가 303회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,ISMA이 무엇을 의미하나요?
KO-FIN-04689,1173,증권·예탁,,ISO 20022,일반개념,고객,질문,ISO 20022이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.596,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,ISO 20022이 무엇인지 설명해 주세요.
KO-FIN-04693,1174,증권·예탁,,ISO 7775,일반개념,고객,질문,ISO 7775이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.582,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,ISO 7775이 무엇인지 설명해 주세요.
KO-FIN-04697,1175,증권·예탁,,ISO,일반개념,고객,질문,ISO이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.489,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,ISO이 무엇인지 설명해 주세요.
KO-FIN-04701,1176,파생상품,,ITM,일반개념,고객,질문,ITM이 무엇인지 쉽게 설명해 주세요.,용어기반,양호,정확,높음,53,0.326,유지(대표 1개만),유사 문장구조 반복(53회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,ITM이 무엇인지 쉽게 설명해 주세요.
KO-FIN-04705,1177,금융시장·거래,,Jobber,일반개념,고객,질문,Jobber이 무엇을 의미하나요?,용어기반,보통,정확,매우 높음,303,0.634,유지(대표 1개만),동일 문장구조가 303회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,Jobber이 무엇을 의미하나요?
KO-FIN-04709,1178,증권·예탁,,kassenverein,일반개념,고객,질문,kassenverein이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.635,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,kassenverein이 무엇인지 설명해 주세요.
KO-FIN-04713,1179,증권·예탁,금융시장·거래,KELER,일반개념,고객,질문,KELER이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.531,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,KELER이 무엇인지 설명해 주세요.
KO-FIN-04719,1180,자산운용·투자,,killer bees,일반개념,고객,확인,killer bees과 관련된 투자 정보를 확인하고 싶습니다.,용어기반,양호,정확,높음,55,0.59,수정 권장,유사 문장구조 반복(55회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,killer bees과 관련된 투자 정보를 확인하고 싶습니다.
KO-FIN-04721,1181,금융시장·거래,,know-your customer rule,일반개념,고객,질문,know-your customer rule이 무엇을 의미하나요?,용어기반,보통,정확,매우 높음,303,0.8,유지(대표 1개만),동일 문장구조가 303회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,know-your customer rule이 무엇을 의미하나요?
KO-FIN-04725,1182,주식,,KOSPI 200,일반개념,고객,질문,KOSPI 200이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.491,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,KOSPI 200이 무엇인지 설명해 주세요.
KO-FIN-04729,1183,지급결제·청산,,Lamfalussy기준,일반개념,고객,질문,Lamfalussy기준이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.635,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,Lamfalussy기준이 무엇인지 설명해 주세요.
KO-FIN-04736,1184,대출,,LBO,일반개념,은행,안내,LBO은 심사 결과에 따라 이용 가능 여부가 달라질 수 있습니다.,용어기반,양호,정확,높음,35,0.407,수정 권장,유사 문장구조 반복(35회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,LBO은 심사 결과에 따라 이용 가능 여부가 달라질 수 있습니다.
KO-FIN-04737,1185,지급결제·청산,,Link-Up Markets,일반개념,고객,질문,Link-Up Markets이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.667,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,Link-Up Markets이 무엇인지 설명해 주세요.
KO-FIN-04741,1186,금융시장·거래,,local trader,일반개념,고객,질문,local trader이 무엇을 의미하나요?,용어기반,보통,정확,매우 높음,303,0.717,유지(대표 1개만),동일 문장구조가 303회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,local trader이 무엇을 의미하나요?
KO-FIN-04746,1187,기업금융·자본조달,,M&A,일반개념,고객,상담,M&A을 이용하려면 어떤 조건이 필요한가요?,용어기반,양호,정확,높음,25,0.286,수정 권장,유사 문장구조 반복(25회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,M&A을 이용하려면 어떤 조건이 필요한가요?
KO-FIN-04747,1187,기업금융·자본조달,,M&A,일반개념,고객,확인,M&A과 관련된 비용과 절차를 확인하고 싶습니다.,용어기반,양호,정확,높음,25,0.469,수정 권장,유사 문장구조 반복(25회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,M&A과 관련된 비용과 절차를 확인하고 싶습니다.
KO-FIN-04752,1188,금융기관·은행,,"M1, M2, M3",일반개념,금융기관,안내,"M1, M2, M3과 관련된 세부 업무는 해당 기관의 안내를 확인해 주세요.",용어기반,양호,정확,높음,40,0.5,수정 권장,유사 문장구조 반복(40회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,"M1, M2, M3과 관련된 세부 업무는 해당 기관의 안내를 확인해 주세요."
KO-FIN-04753,1189,금융시장·거래,증권·예탁,MADOFF,일반개념,고객,질문,MADOFF이 무엇을 의미하나요?,용어기반,보통,정확,매우 높음,303,0.634,유지(대표 1개만),동일 문장구조가 303회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,MADOFF이 무엇을 의미하나요?
KO-FIN-04757,1190,금융시장·거래,,MALONEY ACT,법규·제도,고객,질문,MALONEY ACT이 무엇을 의미하나요?,용어기반,보통,정확,매우 높음,303,0.706,유지(대표 1개만),동일 문장구조가 303회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,MALONEY ACT이 무엇을 의미하나요?
KO-FIN-04761,1191,금융시장·거래,,matched book,일반개념,고객,질문,matched book이 무엇을 의미하나요?,용어기반,보통,정확,매우 높음,303,0.717,유지(대표 1개만),동일 문장구조가 303회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,matched book이 무엇을 의미하나요?
KO-FIN-04768,1192,펀드·신탁,자산운용·투자,matching fund,일반개념,금융기관,주의,matching fund은 운용 결과에 따라 원금 손실이 발생할 수 있습니다.,용어기반,양호,정확,높음,52,0.625,수정 권장,유사 문장구조 반복(52회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,matching fund은 운용 결과에 따라 원금 손실이 발생할 수 있습니다.
KO-FIN-04769,1193,금융시장·거래,,MIC,일반개념,고객,질문,MIC이 무엇을 의미하나요?,용어기반,보통,정확,매우 높음,303,0.571,유지(대표 1개만),동일 문장구조가 303회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,MIC이 무엇을 의미하나요?
KO-FIN-04775,1194,자산운용·투자,,MiFID,일반개념,고객,확인,MiFID과 관련된 투자 정보를 확인하고 싶습니다.,용어기반,양호,정확,높음,55,0.515,수정 권장,유사 문장구조 반복(55회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,MiFID과 관련된 투자 정보를 확인하고 싶습니다.
KO-FIN-04777,1195,금융시장·거래,,MIT,일반개념,고객,질문,MIT이 무엇을 의미하나요?,용어기반,보통,정확,매우 높음,303,0.571,유지(대표 1개만),동일 문장구조가 303회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,MIT이 무엇을 의미하나요?
KO-FIN-04784,1196,대출,,MM의 자본구조 이론,상품·증권,은행,안내,MM의 자본구조 이론은 심사 결과에 따라 이용 가능 여부가 달라질 수 있습니다.,용어기반,양호,정확,높음,35,0.543,수정 권장,유사 문장구조 반복(35회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,MM의 자본구조 이론은 심사 결과에 따라 이용 가능 여부가 달라질 수 있습니다.
KO-FIN-04785,1197,채권,,Moddy's investment grade,일반개념,고객,질문,Moddy's investment grade이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.651,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,Moddy's investment grade이 무엇인지 설명해 주세요.
KO-FIN-04789,1198,증권·예탁,주식 / 금융기관·은행,MONTE TITOLI S.P.A.,일반개념,고객,질문,MONTE TITOLI S.P.A.이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.701,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,MONTE TITOLI S.P.A.이 무엇인지 설명해 주세요.
KO-FIN-04793,1199,증권·예탁,,MSRB,일반개념,고객,질문,MSRB이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.511,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,MSRB이 무엇인지 설명해 주세요.
KO-FIN-04800,1200,대출,,narrow bank,일반개념,은행,안내,narrow bank은 심사 결과에 따라 이용 가능 여부가 달라질 수 있습니다.,용어기반,양호,정확,높음,35,0.543,수정 권장,유사 문장구조 반복(35회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,narrow bank은 심사 결과에 따라 이용 가능 여부가 달라질 수 있습니다.
KO-FIN-04801,1201,금융시장·거래,,national market system,일반개념,고객,질문,national market system이 무엇을 의미하나요?,용어기반,보통,정확,매우 높음,303,0.795,유지(대표 1개만),동일 문장구조가 303회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,national market system이 무엇을 의미하나요?
KO-FIN-04805,1202,증권·예탁,금융시장·거래,NECIGEF,일반개념,고객,질문,NECIGEF이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.566,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,NECIGEF이 무엇인지 설명해 주세요.
KO-FIN-04809,1203,지급결제·청산,,net credit or net debit position,일반개념,고객,질문,net credit or net debit position이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.777,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,net credit or net debit position이 무엇인지 설명해 주세요.
KO-FIN-04813,1204,증권·예탁,,net debit caps,일반개념,고객,질문,net debit caps이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.657,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,net debit caps이 무엇인지 설명해 주세요.
KO-FIN-04817,1205,지급결제·청산,,net sender limits,일반개념,고객,질문,net sender limits이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.685,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,net sender limits이 무엇인지 설명해 주세요.
KO-FIN-04821,1206,채권,,NICRA,일반개념,고객,질문,NICRA이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.375,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,NICRA이 무엇인지 설명해 주세요.
KO-FIN-04827,1207,기타 금융일반,,NMPG,일반개념,고객,확인,NMPG과 관련된 내용을 확인하고 싶습니다.,용어기반,양호,정확,높음,21,0.413,수정 권장,유사 문장구조 반복(21회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,NMPG과 관련된 내용을 확인하고 싶습니다.
KO-FIN-04828,1207,기타 금융일반,,NMPG,일반개념,금융기관,안내,NMPG의 정확한 의미는 해당 금융거래의 맥락과 함께 확인해야 합니다.,용어기반,양호,정확,높음,21,0.413,수정 권장,유사 문장구조 반복(21회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,NMPG의 정확한 의미는 해당 금융거래의 맥락과 함께 확인해야 합니다.
KO-FIN-04829,1208,증권·예탁,주식,nominee name,일반개념,고객,질문,nominee name이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.635,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,nominee name이 무엇인지 설명해 주세요.
KO-FIN-04836,1209,금융기관·은행,,nostro account,일반개념,금융기관,안내,nostro account과 관련된 세부 업무는 해당 기관의 안내를 확인해 주세요.,용어기반,양호,정확,높음,40,0.548,수정 권장,유사 문장구조 반복(40회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,nostro account과 관련된 세부 업무는 해당 기관의 안내를 확인해 주세요.
KO-FIN-04837,1210,금융시장·거래,지급결제·청산 / 펀드·신탁 / 증권·예탁,NSCC,일반개념,고객,질문,NSCC이 무엇을 의미하나요?,용어기반,보통,정확,매우 높음,303,0.595,유지(대표 1개만),동일 문장구조가 303회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,NSCC이 무엇을 의미하나요?
KO-FIN-04841,1211,금융시장·거래,증권·예탁,NYSE rule 387,일반개념,고객,질문,NYSE rule 387이 무엇을 의미하나요?,용어기반,보통,정확,매우 높음,303,0.727,유지(대표 1개만),동일 문장구조가 303회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,NYSE rule 387이 무엇을 의미하나요?
KO-FIN-04847,1212,자산운용·투자,,on-line system,일반개념,고객,확인,on-line system과 관련된 투자 정보를 확인하고 싶습니다.,용어기반,양호,정확,높음,55,0.619,수정 권장,유사 문장구조 반복(55회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,on-line system과 관련된 투자 정보를 확인하고 싶습니다.
KO-FIN-04849,1213,금융시장·거래,,open position,일반개념,고객,질문,open position이 무엇을 의미하나요?,용어기반,보통,정확,매우 높음,303,0.727,유지(대표 1개만),동일 문장구조가 303회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,open position이 무엇을 의미하나요?
KO-FIN-04853,1214,금융시장·거래,,OTM,일반개념,고객,질문,OTM이 무엇을 의미하나요?,용어기반,보통,정확,매우 높음,303,0.571,유지(대표 1개만),동일 문장구조가 303회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,OTM이 무엇을 의미하나요?
KO-FIN-04858,1215,금융기관·은행,,P&A,일반개념,고객,질문,P&A에서 이용할 수 있는 금융업무는 무엇인가요?,용어기반,양호,정확,높음,40,0.387,수정 권장,유사 문장구조 반복(40회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,P&A에서 이용할 수 있는 금융업무는 무엇인가요?
KO-FIN-04861,1216,주식,,pac-man strategy,일반개념,고객,질문,pac-man strategy이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.597,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,pac-man strategy이 무엇인지 설명해 주세요.
KO-FIN-04866,1217,계좌,이체,paper-based credit transfers,일반개념,고객,질문,paper-based credit transfers은 어디에서 확인할 수 있나요?,용어기반,양호,정확,낮음,7,0.791,유지,실제 금융 문맥에서 자연스럽고 용어 사용도 적절함,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,paper-based credit transfers은 어디에서 확인할 수 있나요?
KO-FIN-04872,1218,대출,,PB,일반개념,은행,안내,PB은 심사 결과에 따라 이용 가능 여부가 달라질 수 있습니다.,용어기반,양호,정확,높음,35,0.385,수정 권장,유사 문장구조 반복(35회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,PB은 심사 결과에 따라 이용 가능 여부가 달라질 수 있습니다.
KO-FIN-04873,1219,채권,,PIKS,일반개념,고객,질문,PIKS이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.348,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,PIKS이 무엇인지 설명해 주세요.
KO-FIN-04877,1220,금융시장·거래,,plus tick,일반개념,고객,질문,plus tick이 무엇을 의미하나요?,용어기반,보통,정확,매우 높음,303,0.681,유지(대표 1개만),동일 문장구조가 303회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,plus tick이 무엇을 의미하나요?
KO-FIN-04881,1221,주식,,poison pill,일반개념,고객,질문,poison pill이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.526,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,poison pill이 무엇인지 설명해 주세요.
KO-FIN-04885,1222,금융시장·거래,,POSIT,일반개념,고객,질문,POSIT이 무엇을 의미하나요?,용어기반,보통,정확,매우 높음,303,0.615,유지(대표 1개만),동일 문장구조가 303회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,POSIT이 무엇을 의미하나요?
KO-FIN-04889,1223,해외송금·외환,금융시장·거래,position,일반개념,고객,질문,position에 대해 자세히 알려주세요.,용어기반,양호,정확,높음,21,0.612,수정 권장,유사 문장구조 반복(21회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,position에 대해 자세히 알려주세요.
KO-FIN-04890,1223,해외송금·외환,금융시장·거래,position,일반개념,고객,확인,position을 확인하고 싶습니다.,용어기반,양호,정확,높음,28,0.609,수정 권장,유사 문장구조 반복(28회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,position을 확인하고 싶습니다.
KO-FIN-04896,1224,금융기관·은행,,pre-commitment approach,일반개념,금융기관,안내,pre-commitment approach과 관련된 세부 업무는 해당 기관의 안내를 확인해 주세요.,용어기반,양호,정확,높음,40,0.627,수정 권장,유사 문장구조 반복(40회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,pre-commitment approach과 관련된 세부 업무는 해당 기관의 안내를 확인해 주세요.
KO-FIN-04897,1225,금융시장·거래,증권·예탁,PTS,일반개념,고객,질문,PTS이 무엇을 의미하나요?,용어기반,보통,정확,매우 높음,303,0.571,유지(대표 1개만),동일 문장구조가 303회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,PTS이 무엇을 의미하나요?
KO-FIN-04903,1226,자산운용·투자,,QFI,일반개념,고객,확인,QFI과 관련된 투자 정보를 확인하고 싶습니다.,용어기반,양호,정확,높음,55,0.484,수정 권장,유사 문장구조 반복(55회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,QFI과 관련된 투자 정보를 확인하고 싶습니다.
KO-FIN-04907,1227,자산운용·투자,,QIB,일반개념,고객,확인,QIB과 관련된 투자 정보를 확인하고 싶습니다.,용어기반,양호,정확,높음,55,0.484,수정 권장,유사 문장구조 반복(55회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,QIB과 관련된 투자 정보를 확인하고 싶습니다.
KO-FIN-04909,1228,금융시장·거래,,QuantEX,일반개념,고객,질문,QuantEX이 무엇을 의미하나요?,용어기반,보통,정확,매우 높음,303,0.651,유지(대표 1개만),동일 문장구조가 303회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,QuantEX이 무엇을 의미하나요?
