ko_term,match_priority,lang,term_text,back_translation_ko
글로벌 트레이딩,236,tgl_Latn,Global na kalakalan,세계 무역
글로벌라이제이션,237,tgl_Latn,Globalisasyon,세계화
글로벌본드,593,tgl_Latn,Global Bonds,글로벌 채권
글로컬리제이션,316,tgl_Latn,Ang Glocalization,세계화
금고주,1116,tgl_Latn,Pag-iwas sa mga ito.,그들을 피하십시오.
금리선물,789,tgl_Latn,Pagbibigay ng interes,관심
금리선물옵션,424,tgl_Latn,Ang mga pagpipilian sa interes,관심의 선택
금리스왑,790,tgl_Latn,Walang ginto.,금은 없습니다.
금리연동부사채,317,tgl_Latn,Mga utang na may interes.,이자금 대출
금리확정부사채,318,tgl_Latn,Mga utang na may katumbas na interes,적금 대출
금외신탁,791,tgl_Latn,Pagkakatiwala.,신뢰성
금융감독위원회/금융감독원,59,tgl_Latn,Pangkalahatang Pananagutan ng Pangkalahatang Pananagutan / Pangkalahatang Pananagutan,일반 책임 일반 책임 / 일반 책임
금융결제원,594,tgl_Latn,Ang mga pinuno ng pananalapi,금융 지도자들
금융공학,792,tgl_Latn,Ang pinansyal na inhinyeriya,금융 엔지니어링
금융기관,793,tgl_Latn,Mga pinansiyal na institusyon,금융 기관
금융리스,794,tgl_Latn,Hindi pinansyal.,금전적인 것이 아닙니다.
금융비용,795,tgl_Latn,Mga gastos sa pananalapi,재정적 비용
금융선물거래,425,tgl_Latn,Pagbebenta ng mga pinansiyal na regalo,금전적 선물 판매
금융소득종합과세,238,tgl_Latn,Ang pinansiyal na kita at buwis.,금융소득과 세금
금융쇼핑몰,595,tgl_Latn,Ang pinansiyal na shopping mall,금융 쇼핑몰
금융시장,796,tgl_Latn,Mga pamilihan sa pananalapi,금융시장
금융실명제,596,tgl_Latn,Pagkakatiwalaan sa pananalapi,재정적 신뢰
금융어음,797,tgl_Latn,Ang pananalapi,재무
금융자산,798,tgl_Latn,Pinansyal na ari-arian,재무 자산
금융장세,799,tgl_Latn,Pinansyal na Ministro.,재무장관
금융지주회사,426,tgl_Latn,Ang Financial Holding Company,금융 지주회사
금융채,1117,tgl_Latn,Mga utang sa pananalapi,금융 부채
금융통화운영위원회,181,tgl_Latn,Pangkalahatang Pangkalahatang Pangkalahatang Pangkalahatang,일반 일반 일반 일반 일반
금전신탁,800,tgl_Latn,Pag-iwan ng pera,돈을 남기기
기간구조,801,tgl_Latn,Paglalarawan ng panahon,날씨에 대한 설명
기간물 repo,239,tgl_Latn,Ang panahon repo,기
기관결제제도,427,tgl_Latn,Ang sistema ng pagpapasya ng katawan.,신체의 의사결정 체계입니다.
기관투자가 결제제도,142,tgl_Latn,Ang mga institusyonal na mamumuhunan ay,기관투자자들은
기관투자가,597,tgl_Latn,Ang mga institutional investor,기관 투자자들은
기관화현상,598,tgl_Latn,Mga pangyayari ng mekanismo,메커니즘 현상
기대수익률,599,tgl_Latn,Ang mga inaasahan na kita,기대 수익
기대이론,802,tgl_Latn,Ang pag-asa,희망
기말계속예탁제도,240,tgl_Latn,Mag-imbak ka ng mga reserbasyon.,미리 예약해두세요.
기명날인,803,tgl_Latn,Ang araw ng kanyang pagkamatay.,그가 죽은 날
기명사채,804,tgl_Latn,Walang pangalan.,이름은 없습니다.
기명주식,805,tgl_Latn,Pag-uumpisahan,훈련
기본적분석,600,tgl_Latn,Pangunahing Pagsusuri,주요 점검
기세,1265,tgl_Latn,Pag-uusap,대화
기술적분석,601,tgl_Latn,Teknolohikal na pagtatasa,기술 분석
기어링 레이쇼,319,tgl_Latn,Ang gear racing.,기어 레이싱
기업공개,806,tgl_Latn,Pampublikong Pagpapakilala,공개적 인명
기업회계기준,428,tgl_Latn,Mga pamantayan sa accounting ng korporasyon,기업 회계 기준
기준일,1118,tgl_Latn,Batayan ng araw,태양의 근간
기채시장,807,tgl_Latn,Mercado ng utang,부채 시장
기초자산,808,tgl_Latn,Mga pangunahing ari-arian,주요 자산
기축통화,809,tgl_Latn,Pag-aaktresya,연기
기한부어음,602,tgl_Latn,Ang takdang panahon,정해진 시간
기회비용,810,tgl_Latn,Mga gastos ng pagkakataon,기회비용
나스닥,1119,tgl_Latn,Nasdaq,나스닥
납입자본금,603,tgl_Latn,Ang mga kapital na ibinabayad,지불된 자본
납회,1266,tgl_Latn,Ang pag-aalis,떠나는 것
내부결제,811,tgl_Latn,Mga panloob na solusyon,내부적인 해결책
내부금융,812,tgl_Latn,Panloob na pananalapi,국내 재무
내부수익률,604,tgl_Latn,Ang mga panloob na kita,국내 수입
내부유보,813,tgl_Latn,Panloob na pag-aalaga,내적 치료
내부자거래,605,tgl_Latn,Pag-uusap sa loob.,내면의 대화
내재가치,814,tgl_Latn,Pangkalahatang halaga,총액
누적적 우선주,320,tgl_Latn,Kumulatibong Prioridad,우선순위를 높여주는 것
누적적참가우선주,241,tgl_Latn,Kumulatibong kontribusyon,누적 기여
누적투표제,606,tgl_Latn,Pangkalahatang botohan,전체 투표
뉴라운드,815,tgl_Latn,Bagong pag-ikot,새로운 회전
뉴욕증권거래소,321,tgl_Latn,Ang New York Stock Exchange.,뉴욕 증권거래소
니케이 평균지수,242,tgl_Latn,Ang average ng Nike.,나이키 평균입니다.
다자간 차감,429,tgl_Latn,Ang pag-aalala ng pag-aalala.,걱정은 걱정입니다.
다지수모형,607,tgl_Latn,Multipurpose.,다목적입니다.
단기금융시장 상호기금,110,tgl_Latn,Panandaliang pinansiyal na merkado,단기 금융 시장
단기금융시장,430,tgl_Latn,Ang mga short term na merkado ng pananalapi,단기 금융시장
단기채,1120,tgl_Latn,Maikling panahon,짧은 시간
단독주주권,608,tgl_Latn,Pangkalahatang Soberano,세계적 주권자
단순보관연계,431,tgl_Latn,Simpleng sistema ng komunikasyon,간단한 통신 시스템
단순주가지수,432,tgl_Latn,Ang mga simpleng argumento,간단한 주장
단순주가평균,433,tgl_Latn,Ang isang simpleng linggo ay ang average,간단한 주간은 평균입니다
단위형 투자신탁,243,tgl_Latn,Isang unitary investment trust.,유니터리 투자 트러스트.
단일지수모형,434,tgl_Latn,Ang solong bilang ng mga numero,숫자의 단수
단주,1267,tgl_Latn,Isang Linggo,1주일
단주매각대금,435,tgl_Latn,Isang linggong bayad.,일주일에 한 번
담보거래,816,tgl_Latn,Pagpapahintulot.,허락하는 것.
담보관리제도,436,tgl_Latn,Ang sistema ng pag-aalaga ng katiyakan,안전 관리 시스템
담보물,1121,tgl_Latn,Mga panuntunan,원칙
담보부사채,609,tgl_Latn,Pag-aangkin ng utang.,부채를 청구합니다.
담보유가증권,437,tgl_Latn,Mga Tuntunin ng Pag-aangkin,주장의 원칙
담보유지비율,438,tgl_Latn,Ang rate ng pag-iimbak,저장율
당일결제거래,439,tgl_Latn,Pag-aayos ng araw.,태양을 정렬하는 것.
당일자금,817,tgl_Latn,Pang-araw-araw na suporta,매일의 지원
당좌대월,818,tgl_Latn,Tanggapan sa kaliwa,좌측 구석
당좌차월,819,tgl_Latn,Sa kaliwang gilid.,왼쪽에 있어요
대권,1268,tgl_Latn,Ang kapangyarihan,힘
대금지급보증시스템,182,tgl_Latn,Ang sistema ng garantiya sa pagbabayad ng utang,대출 보증 시스템
대기시스템,610,tgl_Latn,Ang sistema ng hangin,공기 시스템
대량매매,820,tgl_Latn,Pagbebenta ng dagdag,추가 판매
대량주식보유상황공시제도,73,tgl_Latn,Ang mas malaking stock exchange ay nag-aalaga ng emergency system.,더 큰 증권거래소는 응급시스템을 운영합니다.
대량주식소유의 제한,143,tgl_Latn,Ang mga limitasyon ng malaking pagmamay-ari,대규모 소유의 한계
대변이체시스템,322,tgl_Latn,Mga sistema ng tagapagpahayag,보급기 시스템
대용가격,821,tgl_Latn,Mga presyo ng pagpapalit,교환 가격
대용증거금 필요액,183,tgl_Latn,Ang halaga na kailangan para sa mga gagamitin,용품에 필요한 금액
대용증권,822,tgl_Latn,Mga pasilidad ng pag-aari,소유 시설
대주,1269,tgl_Latn,Ang mga tao.,사람들이요.
대주비율,823,tgl_Latn,Ang rate ng pagmamay-ari,소유율
대주주,1122,tgl_Latn,Ang mga may-ari,소유자
대차수수료,611,tgl_Latn,Mga Bayad sa Paglalakbay,여행비
대체거래시스템,323,tgl_Latn,Ang mga alternatibong sistema ng kalakalan,대안적인 거래 시스템
대체결제제도,440,tgl_Latn,Mga alternatibong solusyon.,대안적인 해결책.
대체물/대체성,324,tgl_Latn,Mga kapalit / kapalit,대체물 / 대체물
대체비용위험,441,tgl_Latn,Ang mga alternatibong gastos ng panganib,위험의 대안 비용
대표소송,824,tgl_Latn,Pagpapahayag,선언
대표채권,825,tgl_Latn,Ang mga utang na kinakatawan,대표적인 부채
대행업무 수탁계약,184,tgl_Latn,Mga kontrata sa kontrata ng kontrata.,계약에 대한 계약
데드크로스,612,tgl_Latn,Ang Deadcross.,데드크로스
독일증권시장의 주가지수,74,tgl_Latn,Mga may-ari ng stock market sa Alemanya,독일의 주식 시장 소유자
동시호가,826,tgl_Latn,Ang mga ito ay...,그들은...
동일주주,827,tgl_Latn,Parehong may-ari,공동 소유자
동증주가지수,442,tgl_Latn,Magkaroon ng pananagutan.,책임감을 가지세요.
듀레이션,828,tgl_Latn,Duracion,기간
등가수익률,613,tgl_Latn,Ang halaga ng halaga ng kita,소득의 값은
등록기관,829,tgl_Latn,Mga ahensya ng rehistro,등록 기관
등록대리인,614,tgl_Latn,Nagrehistro ng mga representante,대표자 등록
등록법인,830,tgl_Latn,Mga batas ng pagpaparehistro,등록법
등록질,1123,tgl_Latn,Pagpaparehistro,등록
등록채권,831,tgl_Latn,Pagpaparehistro ng utang,부채 등록
"등록필증, 등록필통지서",75,tgl_Latn,"Mga sertipiko ng pagpaparehistro, mga sertipiko ng pagpaparehistro.","등록 증명서, 등록 증명서"
디스카운트 브로커,185,tgl_Latn,Ang diskwento broker,할인 브로커
딜러,1270,tgl_Latn,Ang dealer.,딜러
랜덤워크가설,443,tgl_Latn,Ang RandomWork.,랜덤워크입니다.
랩 어카운트,444,tgl_Latn,Lab account,실험실 계좌
런던은행간 대출금리,144,tgl_Latn,Ang interbank loan sa London.,런던의 은행 간 대출
런던은행간 예금금리,145,tgl_Latn,Ang mga deposito sa London Bank,런던 은행의 예금
레버리지 효과,325,tgl_Latn,Epekto ng Leverage,레버리지 효과
마코위츠 이론,326,tgl_Latn,Ang teorya ni Markowitz,마르코비츠의 이론
마크다운,832,tgl_Latn,Markdown,마크다운
마팅게일모형,445,tgl_Latn,Ang modelo ng Martingale.,마틴게일 모델입니다.
만기,1271,tgl_Latn,Pagtuklas,발견
만기보유전략,446,tgl_Latn,Mga Taktika ng Pag-aalala,걱정의 전략
만기수익률,615,tgl_Latn,Mga rate ng kita sa pagtatapos,종말 수익률
매매거래정지,447,tgl_Latn,Pagbabago ng kalakalan.,무역의 변화.
매매거래중단,448,tgl_Latn,Pagpapalit at pagbebenta.,교환과 판매
매매보고서,616,tgl_Latn,Sa pamamagitan ng paghahanap ng mga benta.,판매를 찾아서요.
매매상대방,617,tgl_Latn,Mga tindahan ng kalakalan,상권
매매심리,833,tgl_Latn,Pagbebenta,판매
매매입회장,618,tgl_Latn,Pangkalahatang direktoryo.,일반 디렉터리
매매중지장치,449,tgl_Latn,Mga kagamitan sa pagbebenta,판매용 장비
매매확인,834,tgl_Latn,Nakumpirma ang pagbebenta,판매가 확정됐다
매출,1272,tgl_Latn,Mga benta,판매
멀티미디어금융시대,186,tgl_Latn,Panahon ng Multimedia Finance,멀티미디어 금융 시대
명령상장,835,tgl_Latn,Pangasiwaan.,관리.
명목이자율,619,tgl_Latn,Pangalan at rate,이름과 비율
명의개서 대행회사,187,tgl_Latn,Ang mga pangalan ng mga aso ng kumpanya ng pagpapadala,택배 회사 개들의 이름
명의개서 정지기간,188,tgl_Latn,Sa pagitan ng pangalan at pangalan.,이름과 이름 사이에
명의개서,836,tgl_Latn,Ang pangalan ng aso,개 이름
명의개서대리인,327,tgl_Latn,Ang mga tagapagsalita ng pangalan.,이름의 스피커들
명의개서대행업무,244,tgl_Latn,Ang mga pangalan ng mga kumpanya ng mga kumpanya ng mga kumpanya,회사 이름 회사 이름
모기지담보부증권,245,tgl_Latn,Mga sertipiko ng hipoteka.,주택담보증서
모듈기업,837,tgl_Latn,Modular na kumpanya,모듈식 회사
모집,1273,tgl_Latn,Pag-recruit,채용
모집설립,838,tgl_Latn,Pagsusumite ng mga tao,사람들이 제출하는 것
무권화,1124,tgl_Latn,Pag-aalis ng kapangyarihan,권력 제거
무기명주식,620,tgl_Latn,Mga pangalan ng mga tao,사람들의 이름
무기명채권,621,tgl_Latn,Mga utang na walang hanggan,영구적인 부채
무담보사채,622,tgl_Latn,Walang pakialam.,신경쓰지 마
무배당,1125,tgl_Latn,Ang walang kabuluhan,무의미한 것
무배주,1126,tgl_Latn,Mga mangangaso.,사냥꾼들
무보증사채,623,tgl_Latn,Mga utang na walang garantiya,보증되지 않은 부채
무상증자,839,tgl_Latn,Mga walang bayad na saksi.,무상 증인들
무액면주식,624,tgl_Latn,Ang mga stock ng cashless,현금 없는 주식
무위험 이자율,328,tgl_Latn,Mga rate ng interes na walang panganib,위험 없는 금리
무의결권주,625,tgl_Latn,Ang walang katapusang kapangyarihan.,무한한 힘
무츄얼펀드,626,tgl_Latn,Ang Pondo ng Pangkalahatan,세계적 기금
물상대위,840,tgl_Latn,Mga Batas ng Tubig,물의 법칙
물적담보,841,tgl_Latn,Mga materyal na balita,물질적 뉴스
뮤추얼펀드 관리회사,146,tgl_Latn,Ito ay isang kumpanya ng pamamahala ng mutual fund.,이것은 상호펀드 관리 회사입니다.
뮤추얼펀드 인수회사,147,tgl_Latn,Ang mutual fund acquiring company.,상호펀드 인수 회사입니다.
미국형옵션,627,tgl_Latn,Mga pagpipilian sa Amerikano,미국인의 선택
미발행증권거래,329,tgl_Latn,Pagbebenta ng di-nagtatagumpay na mga securities,실패한 증권 판매
미청산계약,628,tgl_Latn,Mga kontrata sa asido asido,산소 계약
바벨형 만기구성전략,148,tgl_Latn,Mga Taktika ng Pangmatagalan ng Babel,바벨의 장기적 전략
바스켓방식,629,tgl_Latn,Ang Basketball Style,농구 스타일
바흐만보고서,450,tgl_Latn,Tumingin ako kay Bach.,저는 바흐를 보았습니다.
반대매매,842,tgl_Latn,Ang iba't ibang mga kalakalan,다양한 거래
발기설립,843,tgl_Latn,Paghahanda ng erection,발기 발기 준비
발기인,1127,tgl_Latn,Ang pagtataas.,승진
발기인조합,630,tgl_Latn,Ang pagtitipon ng mga erectile,발기부전
발행가액,844,tgl_Latn,Bilang ng mga nag-isyu,발행자 수
발행시장,845,tgl_Latn,Mga merkado ng pagpapalabas,발매 시장
배당,1274,tgl_Latn,Paghahalo,혼합
배당가능이익,451,tgl_Latn,Mga kabayaran na makukuha,받을 수 있는 지불금
배당금지급청구권,246,tgl_Latn,Karapatan na mag-aplay para sa mga allowance,보조금을 신청할 수 있는 권리
배당기산일,631,tgl_Latn,Araw ng Paghahalo,혼합의 날
배당락,1128,tgl_Latn,Pag-aakyat.,올라와
배당성향,846,tgl_Latn,Pag-aalinlangan,의심
배당소득,847,tgl_Latn,Ang dividend na kita,배당이익
배당소득세,632,tgl_Latn,Ito ay isang dividend.,이것은 배당금입니다.
배당의 정보효과,247,tgl_Latn,Ang mga epekto ng impormasyon ng payout,결제 정보의 영향
배당정책,848,tgl_Latn,Mga patakaran sa alokasyon,할당 정책
배당평가모형,452,tgl_Latn,Modelo ng pag-allocate ng rating,신용등급 할당 모델
배서,1275,tgl_Latn,Sa likuran.,뒤쪽이야
백워데이션,633,tgl_Latn,Backwardation,백워드레이션
벌처펀드,849,tgl_Latn,Ang Bulcher Fund.,불처 펀드
법정과실,850,tgl_Latn,Sa loob ng korte,법정 안에서
법정관리,851,tgl_Latn,Mga Hukom,재판관
법정담보물권,453,tgl_Latn,Karapatan ng Legal na Karapatan,법적인 권리
법정대위,852,tgl_Latn,Mga Hukom,재판관
법정청산,853,tgl_Latn,Pag-aalaga ng korte,법원의 보살핌
베이시스,854,tgl_Latn,Basees.,기지.
베타계수,855,tgl_Latn,Mga bilang ng beta,베타 숫자
베타위험,856,tgl_Latn,Beta panganib.,베타 위험.
병행증자,857,tgl_Latn,Mga parusa.,처벌
보관기관,858,tgl_Latn,Mga imbakan,창고
보관원장,859,tgl_Latn,Pangulo ng Repositorio,저장소 책임자
보관위험,860,tgl_Latn,Mga panganib sa pag-iingat,주의해야 할 위험
보유기간수익률,330,tgl_Latn,Mga rate ng kita sa panahon ng pag-aari,소유 기간 동안의 수익률
보유비용,861,tgl_Latn,Mga gastos sa pag-iingat,관리비용
보증사채,862,tgl_Latn,Ang garantiya,보장은
보통거래,863,tgl_Latn,Karaniwan.,보통입니다.
보통결의,864,tgl_Latn,Ang karaniwang desisyon,일반적인 결정
보통주,1129,tgl_Latn,Karaniwan.,보통입니다.
보호예수,865,tgl_Latn,Banal na Diyos.,거룩하신 하나님
보호예수증서,454,tgl_Latn,Mga Patnubay ni Jesus,예수 의 지침
복리채,1130,tgl_Latn,Ang pag-aalaga.,돌봄.
복수통화대출,455,tgl_Latn,Pagbabalik-tangi,배타성
복수통화표시채,331,tgl_Latn,Ang mga tanda ng pagbabayad ng utang.,빚을 갚는 징후
본질가치,866,tgl_Latn,Katangian ng halaga,가치의 특성
부당권유행위의 금지,149,tgl_Latn,Pagbabawal sa mga gawaing di-katarungan,불의한 행위에 대한 금지
부도방지협약,456,tgl_Latn,Pangkalahatang kasunduan.,일반적 합의.
부도처리유예,457,tgl_Latn,Ang pag-aalaga ng mga tao.,사람들을 돌보는 것.
부동담보제도,458,tgl_Latn,Ang floating deposit system.,떠 있는 매장 시스템입니다.
부동산 투자신탁,248,tgl_Latn,Mga pananagutan sa pamumuhunan sa real estate,부동산 투자 책임
부동주,1131,tgl_Latn,Lumilipad,날아가라
부동화,1132,tgl_Latn,Paglalakbay,여행
부보관기관,634,tgl_Latn,Mga Kagawaran ng Pag-aalaga,돌봄 부서
부실채권 정리기금,189,tgl_Latn,Mga pondo para sa mga utang sa bangko,은행 부채를 위한 자금
부실채권,867,tgl_Latn,Ang mga utang na walang utang,빚 없는 부채
부실채권정리기금채권,150,tgl_Latn,Mga utang sa mga bangko,은행의 부채
부전환대리인,459,tgl_Latn,Ang mga diskarte,방법들
분리결제,868,tgl_Latn,Pag-iwas sa paghihiwalay,단절을 피하는 방법
분리과세,869,tgl_Latn,Paghiwalayin.,분리해
분리형증권,635,tgl_Latn,I-separate ang mga dokumento,서류를 분리하세요
분매기관,870,tgl_Latn,Mga distributor,유통업체
분배락조치,636,tgl_Latn,Pag-aayos ng pamamahagi,배포를 준비하고
분산투자,871,tgl_Latn,Divergent na pamumuhunan,다양성 투자
분할납입채,637,tgl_Latn,Ang paghahati ng utang,부채를 나누는 것
불독채,1133,tgl_Latn,Hindi marunong bumasa.,읽고 쓸 줄 몰랐습니다.
불릿채,1134,tgl_Latn,Ang mga ito ay walang laman.,그들은 아무것도 없습니다.
브래디채권,638,tgl_Latn,Ang Brady Bond,브레이디 본드
브로커,1135,tgl_Latn,Ang broker.,브로커
브로커스 론,460,tgl_Latn,"Brokers, Ron.","브로커, 론"
브릿지,1136,tgl_Latn,Mga tulay.,다리.
브릿지론,872,tgl_Latn,Si Bridgeron.,브리지런
블루 리스트,461,tgl_Latn,Blue listahan,푸른 목록
비가격경쟁,639,tgl_Latn,Ang pag-uumpisa sa ulan,비에 잠자리는 것
비거주자,873,tgl_Latn,Mga hindi residente,비주민
비과세소득,640,tgl_Latn,Mga kita na walang buwis,세금 없는 수익
비상장증권,641,tgl_Latn,Mga sertipiko ng emerhensiya,응급 인증서
비전형계약,642,tgl_Latn,Mga kontrata na walang kuryente,전력 없는 계약
비체계적 위험,332,tgl_Latn,Di-sistemikong panganib,비 체계적인 위험
비통화금융기관,333,tgl_Latn,Mga institusyong pinansyal na walang pera,돈 없는 금융 기관
비회원증권회사,334,tgl_Latn,Ang mga non-member securities company,비회원 증권회사
빅뱅,1276,tgl_Latn,Big Bang.,빅뱅
빅보오드,874,tgl_Latn,Bigboard,빅보드
빗더마켓 전략,335,tgl_Latn,Strategy ng Bitdermarket,Bitdermarket의 전략
사고신고,875,tgl_Latn,Nagkaroon ng aksidente.,사고가 있었습니다.
사고증권 가신고제도,151,tgl_Latn,Ito ay para sa mga taong may lisensya.,이것은 라이선스를 가진 사람들을 위한 것입니다.
사고증권,876,tgl_Latn,Patunay ng aksidente,사고의 증거
사내유보,877,tgl_Latn,Ang lalaki ay Yubo.,그 남자는 유부입니다.
사다리형 만기구성전략,111,tgl_Latn,Ang mga taktika ng mga hagdan,계단 기법
사모,1277,tgl_Latn,Ang aking ina.,내 어머니.
사모펀드,878,tgl_Latn,Sampo Fund,삼포 펀드
사무라이본드,462,tgl_Latn,SamuraiBond,사무라이 본드
사설증권시장,463,tgl_Latn,Pribadong merkado ng securities,개인 증권 시장
사업보고서,643,tgl_Latn,Mga ulat sa negosyo.,비즈니스 보고서.
사업설명서,644,tgl_Latn,Mga pahayag sa negosyo,비즈니스 선언
사이또리회원,464,tgl_Latn,Ang mga miyembro ng Sitoli,스토리의 구성원
사이버 주주총회,249,tgl_Latn,Ang Cyber Shareholder Meeting,사이버 주주총회
사전매매대조과정,250,tgl_Latn,Mga proseso ng pag-aayos ng pagbebenta,판매를 조정하는 과정
사채권,1137,tgl_Latn,Mga panuntunan,원칙
사채발행,879,tgl_Latn,Pag-aalis ng utang,부채 해제
사채원부,880,tgl_Latn,Mga tagapagtanggol.,변호인.
산업금융채권,465,tgl_Latn,Mga utang sa pananalapi sa industriya,산업에 대한 금융 부채
상계적 차감,466,tgl_Latn,Ang pag-iingat sa itaas.,위쪽에서 조심하세요.
상대매매,881,tgl_Latn,Pagpapalitan,교환
상대매매,882,tgl_Latn,Pagpapalitan,교환
상쇄거래,883,tgl_Latn,Pagpapalit ng mga kalakalan,무역 교환
상임대리인,645,tgl_Latn,Ang permanenteng deputy.,상임대표
상장,1278,tgl_Latn,Pangulo.,대통령님
상장심사기준,467,tgl_Latn,Pinakamahusay na stock broker.,최고의 증권거래소
상장회사협의회,336,tgl_Latn,Ang konseho ng mga kumpanya sa merkado,시장 기업 협의회
상품유가증권,468,tgl_Latn,Mga pasilidad sa mga kalakal,상품 시설
상호결제제도,469,tgl_Latn,Ang mga sistema ng inter-resolusyon ay,인터-리조션 시스템은
상호다중연계,470,tgl_Latn,Multiplayer na komunikasyon,멀티 플레이어 통신
상호단일연계,471,tgl_Latn,Pag-uugnay sa pagitan,상호 연관성
상호동시거래,472,tgl_Latn,Pagpaparehistro sa parehong oras,동시에 등록하세요
상호동시거래,473,tgl_Latn,Pagpaparehistro sa parehong oras,동시에 등록하세요
상호연계,884,tgl_Latn,Pag-uugnay,연계
상호주,1138,tgl_Latn,Pagkakapareho,동등함
상환,1279,tgl_Latn,Pagbabayad,결제
상환주,1139,tgl_Latn,Mga tagapagtanggol,옹호자
서면투표제,646,tgl_Latn,Ang pagsulat ng boto.,표를 쓰는 것.
선도거래,885,tgl_Latn,Ang mga pinuno ng kalakalan,무역 지도자들
선도계약,886,tgl_Latn,Pangunahing kontrata,주요 계약
선물거래,887,tgl_Latn,Ang pagpapalit ng regalo.,선물 교환
선물거래위원회,337,tgl_Latn,Komisyon ng Gift Exchange,선물 교환 위원회
선물계약,888,tgl_Latn,Mga kontrata ng regalo,선물 계약
선물시장,889,tgl_Latn,Ang merkado ng regalo,선물 시장
선물중개상,647,tgl_Latn,Ang mga regalo,선물들
선물환,1140,tgl_Latn,Ang mga regalo,선물들
선물환마진,648,tgl_Latn,Ang pagpapalit ng regalo.,선물 교환
선의취득,890,tgl_Latn,Ang pag-aaral ng pag-ibig,사랑을 배우는 것
성장주,1141,tgl_Latn,Ang paglago,성장
소비대차,891,tgl_Latn,Mga sasakyan ng konsumo,소비자 차량
소비임치,892,tgl_Latn,Pagsusuplay,공급
소수주주권,649,tgl_Latn,Pangkalahatang Soberanyo,세계적 주권
소액주주,893,tgl_Latn,Maliit na Shareholder,소규모 주주
송금이체,894,tgl_Latn,Ang mga transfers,이송
수권자본제도,474,tgl_Latn,Ang patente ng kapital.,자본의 특허
수도부족분<결제부족분>,76,tgl_Latn,Mga Kapamilya. Mga Kapamilya.,가족들 가족들
수량우선의 원칙,251,tgl_Latn,Prinsipyo ng Quantum Priority,양자 우선의 원칙
수요예측방식,475,tgl_Latn,Mga pamamaraan ng paghula sa pangangailangan,필요를 예측하는 방법
수의상환<임의상환>,152,tgl_Latn,Pag-aayos ng doktor.,의사의 치료
수의상환사채,476,tgl_Latn,Mga bayarin para sa mga doktor ng hayop.,동물의료료
수익률,1142,tgl_Latn,Mga rate ng kita,소득율
수익률곡선,650,tgl_Latn,Ang kurba ng kita,소득 곡선
수익률곡선타기전략,190,tgl_Latn,Mga diskarte sa pag-ikot ng kurba ng kita,수익곡선을 회전시키는 방법
수익률스프레드,338,tgl_Latn,Ang mga rate ng kita spread,이산율의 확산
수익자,1143,tgl_Latn,Ang mga nakukuha,얻을 수 있는 것
수익증권,895,tgl_Latn,Mga kapaki-pakinabang na dokumento,유용한 문서
수정주가평균,477,tgl_Latn,Ang average ng fertility ay,평균 출산율은
수탁계약준칙,478,tgl_Latn,Mga panuntunan ng kontrata ng pagpapadala,배송 계약의 규칙
수탁자,1144,tgl_Latn,Ang tagapagtanggol.,변호인
수탁회사,896,tgl_Latn,Mga kumpanya ng paghahatid,택배 회사
순수무액면주식,339,tgl_Latn,Ang mga net cash stock.,순금자본입니다.
순운전자본,651,tgl_Latn,Ang malinis na proteksyon.,깨끗한 보호.
순자산가치,652,tgl_Latn,Ang net asset,순자산
순차변·순대변잔고포지션,77,tgl_Latn,"Ang sequential side, simple side at posisyon","순차적인 측면, 단순한 측면 및 위치"
스왑거래,897,tgl_Latn,Ang mga balyena.,고래들.
스왑션,1145,tgl_Latn,Ang pag-iingat.,조심스러움
스위스옵션 금융선물거래소,60,tgl_Latn,Swiss Options pinansiyal na pagpapalit ng mga regalo,스위스 옵션 금융 선물 교환
스칼퍼,1146,tgl_Latn,Ang scalper.,스칼퍼
스톡옵션,898,tgl_Latn,Mga stock option,주식 옵션
스트래들,899,tgl_Latn,Ang Straddle.,스트래들
스트랩,1147,tgl_Latn,Ang strap.,줄기.
스트립,1148,tgl_Latn,Strip,스트립
스페셜리스트,479,tgl_Latn,Mga espesyalista,전문가들
스폿펀드,900,tgl_Latn,Ang Spark Fund.,스파크 펀드
스프레드,901,tgl_Latn,Paglalaganap,확산
스프레드거래,480,tgl_Latn,Pagpapalaganap ng kalakalan,무역 확산
스프레드운용,481,tgl_Latn,Pag-andar ng pagkalat,확산 기능
스프리트,902,tgl_Latn,Ang Sprit.,스프릿.
시가발행제도,482,tgl_Latn,Ito'y isang sistema ng pag-andar sa oras.,이것은 시간 작동 시스템입니다.
시가총액,903,tgl_Latn,Pangkalahatang halaga ng merkado,전체 시장 가치
시가총액식 주가지수,153,tgl_Latn,Pangkalahatang halaga ng stock market,전체 주식 시장 가치
시간외 종가매매,252,tgl_Latn,Pagbebenta ng mga tunog sa labas ng oras,오프타임 음향 판매
시간우선의 원칙,253,tgl_Latn,Prinsipyo ng Paglalakbay sa Oras,시간 여행의 원리
시스템위험,653,tgl_Latn,Mga panganib sa sistema,시스템적 위험
시장분할이론,483,tgl_Latn,Ang teorya ng pamamahagi ng merkado.,시장의 분산 이론입니다.
시장위험,904,tgl_Latn,Panganib sa merkado,시장의 위험
시장주문,905,tgl_Latn,Mga tanong sa merkado,시장의 질문
시장타이밍수입,340,tgl_Latn,Pangkalahatang oras pag-access,전체 접속 시간
시장포트폴리오,341,tgl_Latn,Portfolio ng merkado,시장 포트폴리오
