ko_term,lang,term_text,back_translation_ko,similarity,len_ratio,is_short,is_dup,suspicion_score,reasons
공개매수,mya_Mymr,လူသိရှင်ကြား ရောင်းချမှု,공공판매,0.5,1.0,False,False,0,
공개매수,tgl_Latn,Pampublikong pagbebenta,공공판매,0.5,1.0,False,False,0,
공개매수설명서,vie_Latn,Tài liệu giải thích về đợt mua lại công khai,공개 인수에 대한 설명 문서,0.545,2.14,False,False,0,
공개법인,ind_Latn,Badan Hukum Publik,공공법인,0.75,1.0,False,False,0,
공기업,vie_Latn,Doanh nghiệp nhà nước,국영기업,0.571,1.33,False,False,0,
공기업,mya_Mymr,လေကြောင်းလုပ်ငန်း,항공업,0.667,1.0,False,False,0,
공동간사회사,vie_Latn,Công ty đồng tổ chức,공동 주최 회사,0.571,1.33,False,False,0,
공동간사회사,ind_Latn,Perusahaan Penyelenggara Bersama,공동 주최회사,0.615,1.17,False,False,0,
공동간사회사,tha_Thai,บริษัทร่วมจัดงาน,공동 주최회사,0.615,1.17,False,False,0,
공동대리,vie_Latn,Đại diện chung,공동 대표,0.667,1.25,False,False,0,
공동대리,ind_Latn,Wakil Bersama,공동 대리인,0.8,1.5,False,False,0,
공동대리,tha_Thai,การเป็นตัวแทนร่วม,공동 대리인,0.8,1.5,False,False,0,
공매도,tgl_Latn,Ang mga pampublikong alok.,공매물.,0.571,1.33,False,False,0,
공모부대서비스회사,mya_Mymr,အများသုံး ဝန်ဆောင်မှု ကုမ္ပဏီ။,공공 서비스 회사입니다.,0.545,1.44,False,False,0,
공사채등록법,vie_Latn,Luật Đăng ký Trái phiếu Công ty,회사 채권 등록법,0.667,1.5,False,False,0,
공사채등록법,ind_Latn,Undang-Undang Pendaftaran Obligasi Perusahaan,회사 채권 등록법,0.667,1.5,False,False,0,
공사채등록법,tha_Thai,พระราชบัญญัติการจดทะเบียนพันธบัตรสาธารณะ,공공 채권 등록 법령,0.588,1.83,False,False,0,
공신의 원칙,vie_Latn,Nguyên tắc công thần,공주의 원칙,0.833,1.0,False,False,0,
공신의 원칙,tha_Thai,หลักการของผลงาน,성과의 원칙,0.667,1.0,False,False,0,
공신의 원칙,tgl_Latn,Mga Prinsipyo ng Diyos,하느님 의 원칙,0.571,1.33,False,False,0,
공정거래법,vie_Latn,Luật Cạnh tranh Công bằng,공정한 경쟁법,0.5,1.4,False,False,0,
공정거래법,tha_Thai,พระราชบัญญัติการค้าที่เป็นธรรม,공정거래법,1.0,1.0,False,False,0,
공정거래법,mya_Mymr,တရားမျှတတဲ့ ကုန်သွယ်မှု ဥပဒေ,공정거래법,1.0,1.0,False,False,0,
공정거래법,tgl_Latn,Batas ng patas na kalakalan,공정거래법,1.0,1.0,False,False,0,
공정게임모형,vie_Latn,Mô hình trò chơi công bằng,공평한 게임 모델,0.533,1.5,False,False,0,
공정게임모형,ind_Latn,Model Permainan yang Adil,공평한 게임 모델,0.533,1.5,False,False,0,
공정게임모형,mya_Mymr,တရားမျှတတဲ့ ကစားနည်း,공정한 게임입니다.,0.5,1.67,False,False,0,
공정게임모형,tgl_Latn,Ang patas na modelo ng laro,공평한 게임 모델,0.533,1.5,False,False,0,
공정할인율,vie_Latn,Tỷ lệ chiết khấu công bằng,공정한 할인율,0.833,1.4,False,False,0,
공정할인율,mya_Mymr,တရားမျှတမှုနှုန်း,정의율,0.5,0.6,False,False,0,
관계회사,vie_Latn,Công ty liên kết,연계 회사,0.667,1.25,False,False,0,
관계회사,tha_Thai,บริษัทในเครือ,자회사,0.571,0.75,False,False,0,
관계회사,mya_Mymr,ဆက်ဆံရေး ကုမ္ပဏီ,관계 회사,0.889,1.25,False,False,0,
관리대상종목,tgl_Latn,Mga species na pinamamahalaan,관리되는 종,0.5,1.0,False,False,0,
관세 및 무역에 관한 일반협정,vie_Latn,Hiệp định chung về thuế quan và thương mại,관세와 무역에 관한 총협정,0.8,0.88,False,False,0,
관세 및 무역에 관한 일반협정,ind_Latn,Perjanjian Umum tentang Tarif dan Perdagangan,관세와 무역에 관한 일반 협약,0.812,1.0,False,False,0,
관세 및 무역에 관한 일반협정,tha_Thai,ข้อตกลงทั่วไปว่าด้วยภาษีศุลกากรและการค้า,관세와 무역에 대한 일반적인 합의,0.647,1.12,False,False,0,
관세 및 무역에 관한 일반협정,mya_Mymr,ကုန်စည်နဲ့ ကုန်သွယ်မှုဆိုင်ရာ အထွေထွေ သဘောတူညီချက်,조세와 무역에 관한 일반 협약,0.75,1.0,False,False,0,
관세 및 무역에 관한 일반협정,tgl_Latn,Pangkalahatang kasunduan tungkol sa mga taripa at kalakalan,관세와 무역에 관한 총협정,0.8,0.88,False,False,0,
관할권,ind_Latn,Yurisdiksi,관할권,1.0,1.0,False,False,0,
관할권,tha_Thai,เขตอำนาจ,관할 구역,0.5,1.67,False,False,0,
교환사채,vie_Latn,Trái phiếu hoán đổi,교환채권,0.75,1.0,False,False,0,
교환사채,ind_Latn,Obligasi tukar,교환 채권,0.667,1.25,False,False,0,
교환사채,tgl_Latn,Mga palitan,교환,0.667,0.5,False,False,0,
국가신인도,ind_Latn,Kredibilitas Negara,국가의 신뢰성,0.5,1.4,False,False,0,
국가신인도,tha_Thai,ความน่าเชื่อถือทางเครดิตของรัฐ,국가 신용도,0.727,1.2,False,False,0,
국내장외거래,ind_Latn,Transaksi di Luar Pasar Teratur Dalam Negeri,국내 정해진 시장 이외의 거래,0.545,2.67,False,False,0,
국내장외거래,tgl_Latn,Panloob at panlabas na kalakalan,국내외 무역,0.5,1.0,False,False,0,
국민주,vie_Latn,Báo Dân tộc,국민신문,0.571,1.33,False,False,0,
국민주택채권,vie_Latn,Trái phiếu nhà ở quốc dân,국가 주택 채권,0.714,1.33,False,False,0,
국민주택채권,ind_Latn,Obligasi Perumahan Rakyat,국민 주택 채권,0.857,1.33,False,False,0,
국민주택채권,tha_Thai,พันธบัตรที่อยู่อาศัยแห่งชาติ,국가 주택증권,0.615,1.17,False,False,0,
국민주택채권,tgl_Latn,Mga utang sa pambansang tirahan,국가 주택 부채,0.571,1.33,False,False,0,
국민총생산,vie_Latn,Tổng sản phẩm quốc nội,국내총생산,0.8,1.0,False,False,0,
국민총생산,ind_Latn,Produk Domestik Bruto,국내총생산,0.8,1.0,False,False,0,
국민총생산,tha_Thai,ผลิตภัณฑ์มวลรวมแห่งชาติ,국내총생산 (GDP),0.5,2.2,False,False,0,
국민총생산,mya_Mymr,တစ်နိုင်ငံလုံး GDP,국내총생산 (GDP),0.5,2.2,False,False,0,
국제간 거래,vie_Latn,Giao dịch quốc tế,국제 무역,0.545,0.83,False,False,0,
국제간 거래,ind_Latn,Transaksi internasional,국제 거래,0.909,0.83,False,False,0,
국제간 거래,tha_Thai,การค้าระหว่างประเทศ,국제 무역,0.545,0.83,False,False,0,
국제간 대금지급,tha_Thai,การโอนเงินระหว่างประเทศ,국제 송금,0.615,0.62,False,False,0,
국제간 대체결제,vie_Latn,Thanh toán thay thế quốc tế,국제 대안 결제,0.75,1.0,False,False,0,
국제간 대체결제,ind_Latn,Pembayaran Alternatif Antarnegara,국제 대안 결제,0.75,1.0,False,False,0,
국제간 대체결제,mya_Mymr,နိုင်ငံတကာ အစားထိုး ဖြေရှင်းနည်း,국제적 대안적 해결책,0.526,1.38,False,False,0,
국제간 대체결제,tgl_Latn,Mga alternatibong solusyon sa internasyonal,국제적 대안,0.571,0.75,False,False,0,
국제결제은행,vie_Latn,Ngân hàng Thanh toán Quốc tế,국제결제은행,1.0,1.0,False,False,0,
국제결제은행,ind_Latn,Bank for International Settlements,국제결제은행,1.0,1.0,False,False,0,
국제결제은행,tha_Thai,ธนาคารเพื่อการชำระหนี้ระหว่างประเทศ,국제 결제 은행,0.857,1.33,False,False,0,
국제결제은행,mya_Mymr,နိုင်ငံတကာ ဆုံးဖြတ်ချက် ဘဏ်,국제결정은행,0.833,1.0,False,False,0,
국제결제은행,tgl_Latn,Ang International Resolution Bank,국제 결제 은행,0.857,1.33,False,False,0,
국제결제은행규제,vie_Latn,Quy định của Ngân hàng Thanh toán Quốc tế,국제결제은행의 규정,0.778,1.25,False,False,0,
국제결제은행규제,ind_Latn,Peraturan Bank for International Settlements,국제결제은행의 규정,0.778,1.25,False,False,0,
국제결제은행규제,mya_Mymr,နိုင်ငံတကာ စီမံခန့်ခွဲမှု ဘဏ် စည်းမျဉ်းစည်းကမ်း,국제행정은행의 규정,0.556,1.25,False,False,0,
국제결제은행규제,tgl_Latn,Mga panuntunan ng International Resolution Bank,국제 결제 은행의 규칙,0.7,1.5,False,False,0,
국제금융공사,vie_Latn,Công ty Tài chính Quốc tế,국제금융회사,0.833,1.0,False,False,0,
국제금융공사,ind_Latn,Korporasi Keuangan Internasional,국제금융회사,0.833,1.0,False,False,0,
국제금융공사,tha_Thai,บริษัทการเงินระหว่างประเทศ (IFC),국제금융회사 (IFC),0.556,2.0,False,False,0,
국제금융공사,mya_Mymr,နိုင်ငံတကာ ဘဏ္ဍာရေးလုပ်ငန်း,국제 금융업,0.667,1.0,False,False,0,
국제금융센타,vie_Latn,Trung tâm Tài chính Quốc tế,국제금융센터,0.833,1.0,False,False,0,
국제금융센타,ind_Latn,Pusat Keuangan Internasional,국제금융센터,0.833,1.0,False,False,0,
국제금융센타,tha_Thai,ศูนย์การเงินนานาชาติ,국제금융센터,0.833,1.0,False,False,0,
국제금융센타,mya_Mymr,နိုင်ငံတကာ ငွေကြေးစင်တာ,국제통화센터,0.5,1.0,False,False,0,
국제금융시장,vie_Latn,Thị trường tài chính quốc tế,국제 금융 시장,0.857,1.33,False,False,0,
국제금융시장,ind_Latn,Pasar Keuangan Internasional,국제 금융 시장,0.857,1.33,False,False,0,
국제금융시장,tha_Thai,ตลาดการเงินนานาชาติ,국제 금융 시장,0.857,1.33,False,False,0,
국제금융시장,mya_Mymr,နိုင်ငံတကာ ငွေကြေးစျေးကွက်,국제 금융 시장,0.857,1.33,False,False,0,
국제금융시장,tgl_Latn,Ang pandaigdigang merkado ng pananalapi,세계 금융 시장,0.571,1.33,False,False,0,
국제부흥개발은행,vie_Latn,Ngân hàng Tái thiết và Phát triển Quốc tế,국제 재건개발은행,0.706,1.12,False,False,0,
국제부흥개발은행,ind_Latn,Bank Internasional untuk Rekonstruksi dan Pembangunan,국제 재건개발은행,0.706,1.12,False,False,0,
국제부흥개발은행,tha_Thai,ธนาคารระหว่างประเทศเพื่อการฟื้นฟูและพัฒนา,국제재건개발은행,0.75,1.0,False,False,0,
국제부흥개발은행,mya_Mymr,နိုင်ငံတကာ ပြန်လည်ထူထောင်ရေး ဖွံ့ဖြိုးရေးဘဏ်,국제재건개발은행,0.75,1.0,False,False,0,
국제부흥개발은행,tgl_Latn,Ang International Bank for Reconstruction and Development,국제 재건개발은행,0.706,1.12,False,False,0,
국제분산투자,vie_Latn,Đầu tư phân tán quốc tế,국제적으로 분산된 투자,0.667,2.0,False,False,0,
국제분산투자,ind_Latn,Investasi Terpencar Internasional,국제적으로 분산된 투자,0.667,2.0,False,False,0,
국제분산투자,mya_Mymr,နိုင်ငံတကာ ရင်းနှီးမြှုပ်နှံမှု,국제적 투자,0.667,1.0,False,False,0,
국제유가증권관리자협회,vie_Latn,Hiệp hội Quản lý Chứng khoán Quốc tế,국제 증권 관리 협회,0.727,1.0,False,False,0,
국제유가증권관리자협회,ind_Latn,Asosiasi Pengelola Sekuritas Internasional,국제 증권 관리자 협회,0.783,1.09,False,False,0,
국제유가증권관리자협회,tha_Thai,สมาคมผู้บริหารตลาดหลักทรัพย์นานาชาติ,국제 증권 시장 관리자 협회,0.692,1.36,False,False,0,
국제유가증권관리자협회,mya_Mymr,နိုင်ငံတကာ စက္ကူစီမံခန့်ခွဲမှုအသင်း,국제 종이 관리 협회,0.545,1.0,False,False,0,
국제유가증권관리자협회,tgl_Latn,Ang International Association of Securities Administrators.,국제 증권 관리자 협회,0.783,1.09,False,False,0,
국제전문가시장,vie_Latn,Thị trường chuyên gia quốc tế,국제 전문 시장,0.8,1.14,False,False,0,
국제전문가시장,ind_Latn,Pasar Ahli Internasional,국제 전문가 시장,0.875,1.29,False,False,0,
국제전문가시장,tha_Thai,ตลาดผู้เชี่ยวชาญระดับนานาชาติ,국제 전문 시장입니다.,0.632,1.71,False,False,0,
국제전문가시장,mya_Mymr,နိုင်ငံတကာ ကျွမ်းကျင်တဲ့ စျေးကွက်ပါ။,국제적인 전문 시장입니다.,0.571,2.0,False,False,0,
국제정합성,ind_Latn,Kesesuaian Internasional,국제적 적합성,0.667,1.4,False,False,0,
국제증권,vie_Latn,Chứng khoán quốc tế,국제 증권,0.889,1.25,False,False,0,
국제증권,ind_Latn,Sekuritas Internasional,국제 증권,0.889,1.25,False,False,0,
국제증권,tha_Thai,หลักทรัพย์นานาชาติ,국제 증권,0.889,1.25,False,False,0,
국제증권거래소연맹,vie_Latn,Liên đoàn các Sở giao dịch Chứng khoán Quốc tế,국제 증권거래소 연맹,0.9,1.22,False,False,0,
국제증권거래소연맹,ind_Latn,Federasi Bursa Efek Internasional,국제 증권 거래소 연맹,0.857,1.33,False,False,0,
국제증권거래소연맹,tha_Thai,สหพันธ์ตลาดหลักทรัพย์นานาชาติ,국제 증권거래소연맹,0.947,1.11,False,False,0,
국제증권거래소연맹,mya_Mymr,နိုင်ငံတကာ စတော့အိတ်ချိန်းအဖွဲ့ချုပ်,국제 증권 연합,0.588,0.89,False,False,0,
국제증권거래소연맹,tgl_Latn,Ang International Federation of Securities Exchanges.,국제 증권 거래소 연맹.,0.818,1.44,False,False,0,
국제증권관리위원회연맹,vie_Latn,Liên đoàn các Ủy ban Quản lý Chứng khoán Quốc tế,국제 증권 관리 위원회 연맹,0.846,1.36,False,False,0,
국제증권관리위원회연맹,ind_Latn,Federasi Komisi Pengawas Sekuritas Internasional,국제보증위원회 연맹,0.762,0.91,False,False,0,
국제증권관리위원회연맹,tha_Thai,สหพันธ์ผู้กำกับดูแลตลาดหลักทรัพย์นานาชาติ,국제증권시장운영자연맹,0.545,1.0,False,False,0,
국제증권관리위원회연맹,mya_Mymr,နိုင်ငံတကာ ငွေကြေးစီမံခန့်ခွဲမှု ကော်မတီ,국제금융운용위원회,0.5,0.82,False,False,0,
국제증권관리위원회연맹,tgl_Latn,Ang International Securities Regulatory Commission,국제 증권 규제 위원회,0.609,1.09,False,False,0,
국제증권예탁결제기관,vie_Latn,Tổ chức lưu ký và thanh toán chứng khoán quốc tế,국제 증권 보관 및 결제 기관,0.615,1.6,False,False,0,
국제증권예탁결제기관,ind_Latn,Lembaga Penyimpanan dan Penyelesaian Sekuritas Internasional,국제 증권 보관 및 결제 기관,0.615,1.6,False,False,0,
국제통화기금,vie_Latn,Quỹ Tiền tệ Quốc tế,국제통화기금,1.0,1.0,False,False,0,
국제통화기금,ind_Latn,Dana Moneter Internasional,국제통화기금,1.0,1.0,False,False,0,
국제통화기금,tha_Thai,กองทุนการเงินระหว่างประเทศ,국제 금융 기금,0.571,1.33,False,False,0,
국제통화기금,mya_Mymr,နိုင်ငံတကာ ငွေကြေးရန်ပုံငွေ,국제통화기금,1.0,1.0,False,False,0,
국제통화기금,tgl_Latn,Ang International Monetary Fund,국제통화기금,1.0,1.0,False,False,0,
국제투자신탁,vie_Latn,Quỹ đầu tư quốc tế,국제투자기금,0.667,1.0,False,False,0,
국제투자신탁,ind_Latn,Dana Investasi Internasional,국제투자기금,0.667,1.0,False,False,0,
국제투자신탁,tha_Thai,กองทุนลงทุนนานาชาติ,국제투자기금,0.667,1.0,False,False,0,
국제투자신탁,mya_Mymr,နိုင်ငံတကာ ရင်းနှီးမြှုပ်နှံမှုအဖွဲ့,국제 투자 기구,0.571,1.33,False,False,0,
국제투자신탁,tgl_Latn,Ang International Investment Trust.,국제투자기금,0.667,1.0,False,False,0,
국채전문딜러,ind_Latn,Dealer spesialis obligasi pemerintah,정부 채권 전문 딜러,0.588,1.83,False,False,0,
권리락,tgl_Latn,Karapatan,권리,0.8,0.67,False,False,0,
권리락주가,tgl_Latn,Ang mga may karapatan,권리자,0.5,0.6,False,False,0,
권리주,tgl_Latn,Mga may karapatan,권리자,0.667,1.0,False,False,0,
그라함 도드모형,tgl_Latn,Graham-Dodmo.,그레이엄-도드모,0.5,1.0,False,False,0,
글래머주식,vie_Latn,Cổ phiếu Glamour,글래머 주식,0.909,1.2,False,False,0,
글래머주식,ind_Latn,Saham Glamour,글래머 주식,0.909,1.2,False,False,0,
글래머주식,tha_Thai,หุ้น Glamour,글래머 주식,0.909,1.2,False,False,0,
글래머주식,tgl_Latn,Ang Glamour.,글래머.,0.667,0.8,False,False,0,
글래스 스티걸법,vie_Latn,Đạo luật Glass-Steagall,글래스 스티걸 법,0.941,1.12,False,False,0,
글래스 스티걸법,ind_Latn,Undang-Undang Glass-Steagall,글래스 스티걸 법,0.941,1.12,False,False,0,
글래스 스티걸법,tha_Thai,พระราชบัญญัติกลาส-สตีเกล,글래스-스티겔 법,0.706,1.12,False,False,0,
글래스 스티걸법,mya_Mymr,Glass Steagall နည်း။,글래스 스티걸 식이요법?,0.762,1.62,False,False,0,
글래스 스티걸법,tgl_Latn,Ang Glass Steagall.,글래스 스테아걸,0.75,1.0,False,False,0,
글로벌본드,vie_Latn,Trái phiếu toàn cầu,글로벌 채권,0.545,1.2,False,False,0,
글로벌본드,ind_Latn,Obligasi Global,글로벌 채권,0.545,1.2,False,False,0,
글로벌본드,tgl_Latn,Global Bonds,글로벌 채권,0.545,1.2,False,False,0,
금리선물옵션,vie_Latn,Quyền chọn hợp đồng tương lai lãi suất,유가 선물 옵션,0.571,1.33,False,False,0,
금리선물옵션,ind_Latn,Opsi Kontrak Berjangka Suku Bunga,융자 선물 옵션,0.571,1.33,False,False,0,
금리확정부사채,tha_Thai,พันธบัตรบริษัทอัตราดอกเบี้ยคงที่,고정금리 회사채,0.533,1.14,False,False,0,
금융감독위원회/금융감독원,vie_Latn,Ủy ban Giám sát Tài chính/Cơ quan Giám sát Tài chính,금융감독위원회/금융감독원,1.0,1.0,False,False,0,
금융감독위원회/금융감독원,ind_Latn,Komisi Pengawasan Keuangan/Badan Pengawasan Keuangan,금융감독위원회,0.7,0.54,False,False,0,
금융감독위원회/금융감독원,mya_Mymr,ဘဏ္ဍာရေး ကြီးကြပ်ရေး ကော်မတီ/ဘဏ္ဍာရေး ကြီးကြပ်ရေးမှူး,재무감독위원회/재무감독,0.64,0.92,False,False,0,
금융결제원,vie_Latn,Trung tâm Thanh toán Tài chính,금융결제센터,0.727,1.2,False,False,0,
금융공학,ind_Latn,Rekayasa Keuangan,금융공학,1.0,1.0,False,False,0,
금융공학,tha_Thai,วิศวกรรมการเงิน,금융공학,1.0,1.0,False,False,0,
금융기관,vie_Latn,Tổ chức tài chính,금융 기관,0.889,1.25,False,False,0,
금융기관,ind_Latn,Lembaga keuangan,금융 기관,0.889,1.25,False,False,0,
금융기관,tha_Thai,สถาบันการเงิน,금융 기관,0.889,1.25,False,False,0,
금융기관,mya_Mymr,ဘဏ္ဍာရေး အဖွဲ့အစည်း,금융 기관,0.889,1.25,False,False,0,
금융기관,tgl_Latn,Mga pinansiyal na institusyon,금융 기관,0.889,1.25,False,False,0,
금융비용,mya_Mymr,ငွေကြေး ကုန်ကျစရိတ်,금전적 비용,0.6,1.5,False,False,0,
금융선물거래,vie_Latn,Giao dịch hợp đồng tương lai tài chính,금융 선물 거래,0.857,1.33,False,False,0,
금융선물거래,ind_Latn,Perdagangan Kontrak Berjangka Keuangan,금융 선물 거래,0.857,1.33,False,False,0,
금융선물거래,tha_Thai,การซื้อขายสัญญาซื้อขายล่วงหน้าทางการเงิน,금융 전담 거래,0.571,1.33,False,False,0,
금융선물거래,mya_Mymr,ငွေကြေး လက်ဆောင် ရောင်းဝယ်မှု,현금 선물 거래,0.714,1.33,False,False,0,
금융소득종합과세,vie_Latn,Đánh thuế tổng hợp đối với thu nhập từ hoạt động tài chính,금융업의 소득에 대한 종합적인 세금,0.519,2.38,False,False,0,
금융소득종합과세,ind_Latn,Pajak Penghasilan Komprehensif atas Penghasilan Keuangan,금융소득에 대한 종합소득세,0.636,1.75,False,False,0,
금융소득종합과세,mya_Mymr,ဘဏ္ဍာရေး ဝင်ငွေ အခွန်,자금 소득세,0.571,0.75,False,False,0,
금융소득종합과세,tgl_Latn,Ang pinansiyal na kita at buwis.,금융소득과 세금,0.75,1.0,False,False,0,
금융쇼핑몰,vie_Latn,Trung tâm mua sắm tài chính,금융 쇼핑 센터,0.615,1.6,False,False,0,
금융쇼핑몰,ind_Latn,Pusat Perbelanjaan Keuangan,금융 쇼핑센터,0.667,1.4,False,False,0,
금융쇼핑몰,mya_Mymr,ဘဏ္ဍာရေး စျေးဝယ်စင်တာ,금융 쇼핑센터,0.667,1.4,False,False,0,
금융쇼핑몰,tgl_Latn,Ang pinansiyal na shopping mall,금융 쇼핑몰,0.909,1.2,False,False,0,
금융시장,vie_Latn,Thị trường tài chính,금융 시장,0.889,1.25,False,False,0,
금융시장,ind_Latn,Pasar Keuangan,금융시장,1.0,1.0,False,False,0,
금융시장,tha_Thai,ตลาดการเงิน,금융시장,1.0,1.0,False,False,0,
금융시장,mya_Mymr,ငွေကြေးစျေးကွက်,금융시장,1.0,1.0,False,False,0,
금융시장,tgl_Latn,Mga pamilihan sa pananalapi,금융시장,1.0,1.0,False,False,0,
금융실명제,vie_Latn,Chế độ thực danh trong lĩnh vực tài chính,금융의 실명 체제,0.714,1.8,False,False,0,
금융실명제,mya_Mymr,ငွေကြေးဆိုင်ရာ ပွင့်လင်းမြင်သာမှု။,금융 투명성.,0.5,1.4,False,False,0,
금융어음,vie_Latn,Hối phiếu tài chính,금융투자,0.5,1.0,False,False,0,
금융어음,tha_Thai,ร่างกฎหมายด้านการเงิน,금융법,0.571,0.75,False,False,0,
금융자산,vie_Latn,Tài sản tài chính,금융 자산,0.889,1.25,False,False,0,
금융자산,ind_Latn,Aset keuangan,금융 자산,0.889,1.25,False,False,0,
금융자산,tha_Thai,สินทรัพย์ทางการเงิน,금융 자산입니다.,0.615,2.25,False,False,0,
금융자산,mya_Mymr,ငွေကြေး အရင်းအမြစ်,자금자원,0.5,1.0,False,False,0,
금융장세,vie_Latn,Tình hình thị trường tài chính,금융시장 상황,0.545,1.75,False,False,0,
금융장세,ind_Latn,Kondisi Pasar Keuangan,금융시장 상황,0.545,1.75,False,False,0,
금융장세,tha_Thai,สภาพตลาดการเงิน,금융시장 상황,0.545,1.75,False,False,0,
금융지주회사,ind_Latn,Perusahaan induk keuangan,금융 주식회사,0.769,1.17,False,False,0,
금융지주회사,tha_Thai,บริษัทโฮลดิ้งด้านการเงิน,금융 지주회사,0.923,1.17,False,False,0,
금융지주회사,mya_Mymr,ဘဏ္ဍာရေး ပိုင်ဆိုင်မှု ကုမ္ပဏီ။,금융투자회사입니다.,0.5,1.67,False,False,0,
금융지주회사,tgl_Latn,Ang Financial Holding Company,금융 지주회사,0.923,1.17,False,False,0,
금융채,vie_Latn,Trái phiếu tài chính,금융채권,0.857,1.33,False,False,0,
금융채,ind_Latn,Obligasi keuangan,금융 채권,0.75,1.67,False,False,0,
금융채,tha_Thai,พันธบัตรทางการเงิน,금융채권,0.857,1.33,False,False,0,
금융채,tgl_Latn,Mga utang sa pananalapi,금융 부채,0.75,1.67,False,False,0,
금융통화운영위원회,vie_Latn,Ủy ban Điều hành Tài chính và Tiền tệ,금융통화운영위원회,1.0,1.0,False,False,0,
금융통화운영위원회,ind_Latn,Komite Kebijakan Moneter dan Keuangan,금융정책위원회,0.625,0.78,False,False,0,
금융통화운영위원회,tha_Thai,คณะกรรมการนโยบายการเงิน,금융정책위원회,0.625,0.78,False,False,0,
기간구조,vie_Latn,Cấu trúc thời gian,시간 구조,0.667,1.25,False,False,0,
기간구조,ind_Latn,Struktur Jangka Waktu,시간적 구조,0.6,1.5,False,False,0,
기관결제제도,tha_Thai,ระบบการชำระเงินของสถาบัน,기관의 결제 시스템,0.5,1.67,False,False,0,
기관투자가,ind_Latn,Investor institusional,기관 투자자,0.727,1.2,False,False,0,
기관투자가,tha_Thai,นักลงทุนสถาบัน,기관 투자자,0.727,1.2,False,False,0,
기관투자가,mya_Mymr,အဖွဲ့အစည်း ရင်းနှီးမြှုပ်နှံသူ,기관투자자,0.8,1.0,False,False,0,
기관투자가,tgl_Latn,Ang mga institutional investor,기관 투자자들은,0.615,1.6,False,False,0,
기관투자가 결제제도,vie_Latn,Hệ thống thanh toán dành cho nhà đầu tư tổ chức,기관 투자자를 위한 결제 시스템,0.519,1.7,False,False,0,
기관투자가 결제제도,ind_Latn,Sistem Penyelesaian Transaksi Investor Institusional,기관투자자 결제 시스템,0.636,1.2,False,False,0,
기관화현상,vie_Latn,Hiện tượng thể chế hóa,제도화 현상,0.545,1.2,False,False,0,
기관화현상,ind_Latn,Fenomena institusionalisasi,제도화 현상,0.545,1.2,False,False,0,
기대수익률,vie_Latn,Tỷ suất sinh lời kỳ vọng,기대 수익률,0.909,1.2,False,False,0,
기대수익률,ind_Latn,Tingkat Pengembalian yang Diharapkan,기대되는 수익률,0.769,1.6,False,False,0,
기대수익률,tha_Thai,อัตราผลตอบแทนที่คาดการณ์,예측된 수익률,0.5,1.4,False,False,0,
기대수익률,mya_Mymr,မျှော်မှန်းထားတဲ့ အမြတ်နှုန်း,기대 수익률,0.909,1.2,False,False,0,
기대수익률,tgl_Latn,Ang mga inaasahan na kita,기대 수익,0.8,1.0,False,False,0,
기대이론,vie_Latn,Lý thuyết kỳ vọng,기대 이론,0.889,1.25,False,False,0,
기대이론,ind_Latn,Teori Ekspektasi,기대론,0.857,0.75,False,False,0,
기대이론,tha_Thai,ทฤษฎีความคาดหวัง,기대론.,0.75,1.0,False,False,0,
기본적분석,vie_Latn,Phân tích cơ bản,기본적인 분석,0.833,1.4,False,False,0,
기본적분석,ind_Latn,Analisis Fundamental,근본적인 분석,0.667,1.4,False,False,0,
기본적분석,tha_Thai,การวิเคราะห์พื้นฐาน,기본 분석,0.8,1.0,False,False,0,
기본적분석,mya_Mymr,အခြေခံ ဆန်းစစ်မှု,기본 분석,0.8,1.0,False,False,0,
기술적분석,vie_Latn,Phân tích kỹ thuật,기술 분석,0.8,1.0,False,False,0,
기술적분석,ind_Latn,Analisis Teknis,기술 분석,0.8,1.0,False,False,0,
기술적분석,tha_Thai,การวิเคราะห์ทางเทคนิค,기술 분석,0.8,1.0,False,False,0,
기술적분석,mya_Mymr,နည်းပညာ ဆန်းစစ်ချက်,기술 분석,0.8,1.0,False,False,0,
기술적분석,tgl_Latn,Teknolohikal na pagtatasa,기술 분석,0.8,1.0,False,False,0,
기어링 레이쇼,tha_Thai,อัตราทดเกียร์,기어 속도,0.5,0.71,False,False,0,
기어링 레이쇼,mya_Mymr,Gearing Rays ကို ကြည့်ပါ။,지어링 레이스를 보세요.,0.5,1.86,False,False,0,
기어링 레이쇼,tgl_Latn,Ang gear racing.,기어 레이싱,0.769,0.86,False,False,0,
기업회계기준,vie_Latn,Tiêu chuẩn kế toán doanh nghiệp,기업 회계 표준,0.714,1.33,False,False,0,
기업회계기준,ind_Latn,Standar Akuntansi Perusahaan,기업 회계 표준,0.714,1.33,False,False,0,
기업회계기준,tha_Thai,มาตรฐานการบัญชีสำหรับบริษัท,회사 회계 기준,0.571,1.33,False,False,0,
기업회계기준,tgl_Latn,Mga pamantayan sa accounting ng korporasyon,기업 회계 기준,0.857,1.33,False,False,0,
기채시장,vie_Latn,Thị trường trái phiếu chính phủ,정부 채권 시장,0.5,2.0,False,False,0,
기채시장,ind_Latn,Pasar Obligasi,채권 시장,0.667,1.25,False,False,0,
기채시장,tha_Thai,ตลาดพันธบัตร,채권시장,0.75,1.0,False,False,0,
